Date,coach,block,kwh,percent_used,miles_travelled,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,description
11/24/2021,2609,0,1.571956633,33,72.03556232,20.1,9.9,14.9,20.1,9.2,14.9,5.7,58.5,0,0,0,,0,0,,14.5,47.2,0.6,16,119.7,10.4,5,,Clear conditions throughout the day.
11/24/2021,2603,0,1.862743693,33.5,62.44857532,20.1,9.9,14.9,20.1,9.2,14.9,5.7,58.5,0,0,0,,0,0,,14.5,47.2,0.6,16,119.7,10.4,5,,Clear conditions throughout the day.
11/24/2021,2601,0,1.939258582,131,204.7635558,20.1,9.9,14.9,20.1,9.2,14.9,5.7,58.5,0,0,0,,0,0,,14.5,47.2,0.6,16,119.7,10.4,5,,Clear conditions throughout the day.
11/24/2021,2612,0,1.704631799,90,170.0133719,20.1,9.9,14.9,20.1,9.2,14.9,5.7,58.5,0,0,0,,0,0,,14.5,47.2,0.6,16,119.7,10.4,5,,Clear conditions throughout the day.
11/24/2021,2608,0,1.818705209,113.5,167.2544838,20.1,9.9,14.9,20.1,9.2,14.9,5.7,58.5,0,0,0,,0,0,,14.5,47.2,0.6,16,119.7,10.4,5,,Clear conditions throughout the day.
11/24/2021,2602,0,1.57130569,18,45.17989939,20.1,9.9,14.9,20.1,9.2,14.9,5.7,58.5,0,0,0,,0,0,,14.5,47.2,0.6,16,119.7,10.4,5,,Clear conditions throughout the day.
11/26/2021,2612,0,1.784169346,89.5,161.8174859,25,7.9,16.2,25,7.8,16.2,-9.2,19.2,0,0,0,,0,0,,9,327.4,0.3,16,124.4,10.8,5,,Clear conditions throughout the day.
11/26/2021,2611,0,1.57056879,67.5,135.5707667,25,7.9,16.2,25,7.8,16.2,-9.2,19.2,0,0,0,,0,0,,9,327.4,0.3,16,124.4,10.8,5,,Clear conditions throughout the day.
11/26/2021,2610,0,1.863605466,109.5,195.5833253,25,7.9,16.2,25,7.8,16.2,-9.2,19.2,0,0,0,,0,0,,9,327.4,0.3,16,124.4,10.8,5,,Clear conditions throughout the day.
11/26/2021,2603,0,1.9624271,73,123.4695628,25,7.9,16.2,25,7.8,16.2,-9.2,19.2,0,0,0,,0,0,,9,327.4,0.3,16,124.4,10.8,5,,Clear conditions throughout the day.
11/26/2021,2602,0,1.92929018,57.5,101.3673894,25,7.9,16.2,25,7.8,16.2,-9.2,19.2,0,0,0,,0,0,,9,327.4,0.3,16,124.4,10.8,5,,Clear conditions throughout the day.
11/26/2021,2601,0,1.841444903,60.5,109.8553199,25,7.9,16.2,25,7.8,16.2,-9.2,19.2,0,0,0,,0,0,,9,327.4,0.3,16,124.4,10.8,5,,Clear conditions throughout the day.
11/26/2021,2600,0,1.732648908,68.5,141.7471964,25,7.9,16.2,25,7.8,16.2,-9.2,19.2,0,0,0,,0,0,,9,327.4,0.3,16,124.4,10.8,5,,Clear conditions throughout the day.
11/26/2021,2606,0,1.864097121,97,163.3118836,25,7.9,16.2,25,7.8,16.2,-9.2,19.2,0,0,0,,0,0,,9,327.4,0.3,16,124.4,10.8,5,,Clear conditions throughout the day.
11/26/2021,2608,0,1.865225771,83,142.1821562,25,7.9,16.2,25,7.8,16.2,-9.2,19.2,0,0,0,,0,0,,9,327.4,0.3,16,124.4,10.8,5,,Clear conditions throughout the day.
11/26/2021,2609,0,1.715993212,92,177.3517657,25,7.9,16.2,25,7.8,16.2,-9.2,19.2,0,0,0,,0,0,,9,327.4,0.3,16,124.4,10.8,5,,Clear conditions throughout the day.
11/29/2021,2603,0,1.68845619,21.5,40.24621212,22.9,7.2,14.7,22.9,7.2,14.7,5.2,56.1,0,0,0,,0,0,,8.1,281.8,0,14.6,117.6,10.1,5,,Clear conditions throughout the day.
11/29/2021,2600,0,1.890539575,87.5,168.2797463,22.9,7.2,14.7,22.9,7.2,14.7,5.2,56.1,0,0,0,,0,0,,8.1,281.8,0,14.6,117.6,10.1,5,,Clear conditions throughout the day.
11/29/2021,2602,0,1.969186132,96,150.9745586,22.9,7.2,14.7,22.9,7.2,14.7,5.2,56.1,0,0,0,,0,0,,8.1,281.8,0,14.6,117.6,10.1,5,,Clear conditions throughout the day.
11/29/2021,2601,0,1.975389792,73.5,120.098624,22.9,7.2,14.7,22.9,7.2,14.7,5.2,56.1,0,0,0,,0,0,,8.1,281.8,0,14.6,117.6,10.1,5,,Clear conditions throughout the day.
11/29/2021,2606,0,1.897544556,44.5,80.00464786,22.9,7.2,14.7,22.9,7.2,14.7,5.2,56.1,0,0,0,,0,0,,8.1,281.8,0,14.6,117.6,10.1,5,,Clear conditions throughout the day.
11/29/2021,2612,0,1.957417551,30.5,54.76144317,22.9,7.2,14.7,22.9,7.2,14.7,5.2,56.1,0,0,0,,0,0,,8.1,281.8,0,14.6,117.6,10.1,5,,Clear conditions throughout the day.
11/29/2021,2609,0,1.597605636,18.5,44.73561899,22.9,7.2,14.7,22.9,7.2,14.7,5.2,56.1,0,0,0,,0,0,,8.1,281.8,0,14.6,117.6,10.1,5,,Clear conditions throughout the day.
11/29/2021,2610,0,1.526663425,4.5,18.25899248,22.9,7.2,14.7,22.9,7.2,14.7,5.2,56.1,0,0,0,,0,0,,8.1,281.8,0,14.6,117.6,10.1,5,,Clear conditions throughout the day.
11/29/2021,2611,0,1.932448845,96.5,160.2764853,22.9,7.2,14.7,22.9,7.2,14.7,5.2,56.1,0,0,0,,0,0,,8.1,281.8,0,14.6,117.6,10.1,5,,Clear conditions throughout the day.
11/30/2021,2610,0,1.998615721,89.5,146.6653494,24.6,7.2,14.7,24.6,7.2,14.7,6.1,58.1,0,0,0,,0,0,,10.7,300.2,10.5,9.1,115.1,10,5,,Clear conditions throughout the day.
11/30/2021,2600,0,1.732121745,79,162.2089497,24.6,7.2,14.7,24.6,7.2,14.7,6.1,58.1,0,0,0,,0,0,,10.7,300.2,10.5,9.1,115.1,10,5,,Clear conditions throughout the day.
11/30/2021,2607,0,1.462567036,35,73.89035532,24.6,7.2,14.7,24.6,7.2,14.7,6.1,58.1,0,0,0,,0,0,,10.7,300.2,10.5,9.1,115.1,10,5,,Clear conditions throughout the day.
11/30/2021,2612,0,1.829815951,86,143.4435397,24.6,7.2,14.7,24.6,7.2,14.7,6.1,58.1,0,0,0,,0,0,,10.7,300.2,10.5,9.1,115.1,10,5,,Clear conditions throughout the day.
11/30/2021,2609,0,2.011859708,57,92.76139843,24.6,7.2,14.7,24.6,7.2,14.7,6.1,58.1,0,0,0,,0,0,,10.7,300.2,10.5,9.1,115.1,10,5,,Clear conditions throughout the day.
11/30/2021,2608,0,1.975196653,61,114.7610455,24.6,7.2,14.7,24.6,7.2,14.7,6.1,58.1,0,0,0,,0,0,,10.7,300.2,10.5,9.1,115.1,10,5,,Clear conditions throughout the day.
11/30/2021,2601,0,1.832806475,92.5,159.4220999,24.6,7.2,14.7,24.6,7.2,14.7,6.1,58.1,0,0,0,,0,0,,10.7,300.2,10.5,9.1,115.1,10,5,,Clear conditions throughout the day.
11/30/2021,2606,0,1.766700019,88,163.6505309,24.6,7.2,14.7,24.6,7.2,14.7,6.1,58.1,0,0,0,,0,0,,10.7,300.2,10.5,9.1,115.1,10,5,,Clear conditions throughout the day.
11/30/2021,2603,0,1.897806619,86,145.5251332,24.6,7.2,14.7,24.6,7.2,14.7,6.1,58.1,0,0,0,,0,0,,10.7,300.2,10.5,9.1,115.1,10,5,,Clear conditions throughout the day.
11/30/2021,2602,0,1.865504536,82.5,143.7852939,24.6,7.2,14.7,24.6,7.2,14.7,6.1,58.1,0,0,0,,0,0,,10.7,300.2,10.5,9.1,115.1,10,5,,Clear conditions throughout the day.
12/1/2021,2606,0,1.572653946,20.5,44.82261095,23.9,11.8,15.9,23.9,11.8,15.9,8.2,61.3,0,0,0,,0,0,,7.3,305.8,24.7,6.6,114.4,9.9,5,,Partly cloudy throughout the day.
12/1/2021,2603,0,1.823821539,104.5,177.8550764,23.9,11.8,15.9,23.9,11.8,15.9,8.2,61.3,0,0,0,,0,0,,7.3,305.8,24.7,6.6,114.4,9.9,5,,Partly cloudy throughout the day.
12/1/2021,2612,0,1.77634103,82.5,149.4024895,23.9,11.8,15.9,23.9,11.8,15.9,8.2,61.3,0,0,0,,0,0,,7.3,305.8,24.7,6.6,114.4,9.9,5,,Partly cloudy throughout the day.
12/1/2021,2608,0,0.746990902,17.5,72.79674203,23.9,11.8,15.9,23.9,11.8,15.9,8.2,61.3,0,0,0,,0,0,,7.3,305.8,24.7,6.6,114.4,9.9,5,,Partly cloudy throughout the day.
12/1/2021,2600,0,1.643255359,21,45.12086912,23.9,11.8,15.9,23.9,11.8,15.9,8.2,61.3,0,0,0,,0,0,,7.3,305.8,24.7,6.6,114.4,9.9,5,,Partly cloudy throughout the day.
12/1/2021,2609,0,1.796031953,101,186.4517468,23.9,11.8,15.9,23.9,11.8,15.9,8.2,61.3,0,0,0,,0,0,,7.3,305.8,24.7,6.6,114.4,9.9,5,,Partly cloudy throughout the day.
12/1/2021,2611,0,1.834149829,67,120.1359063,23.9,11.8,15.9,23.9,11.8,15.9,8.2,61.3,0,0,0,,0,0,,7.3,305.8,24.7,6.6,114.4,9.9,5,,Partly cloudy throughout the day.
12/1/2021,2610,0,1.841748807,97.5,167.1830261,23.9,11.8,15.9,23.9,11.8,15.9,8.2,61.3,0,0,0,,0,0,,7.3,305.8,24.7,6.6,114.4,9.9,5,,Partly cloudy throughout the day.
12/1/2021,2607,0,1.80990522,97,163.7282023,23.9,11.8,15.9,23.9,11.8,15.9,8.2,61.3,0,0,0,,0,0,,7.3,305.8,24.7,6.6,114.4,9.9,5,,Partly cloudy throughout the day.
12/2/2021,2602,0,1.57771108,40.5,89.57687107,17.9,10.5,13.9,17.9,10.5,13.9,9.3,74.4,0,0,0,,0,0,,11,269.7,55.2,5.3,87,7.6,5,,Clearing in the afternoon.
12/2/2021,2604,0,2.374178889,40.5,19.06988189,17.9,10.5,13.9,17.9,10.5,13.9,9.3,74.4,0,0,0,,0,0,,11,269.7,55.2,5.3,87,7.6,5,,Clearing in the afternoon.
12/2/2021,2612,0,1.633259458,20.5,44.88164122,17.9,10.5,13.9,17.9,10.5,13.9,9.3,74.4,0,0,0,,0,0,,11,269.7,55.2,5.3,87,7.6,5,,Clearing in the afternoon.
12/2/2021,2601,0,1.778394262,42.5,77.43527798,17.9,10.5,13.9,17.9,10.5,13.9,9.3,74.4,0,0,0,,0,0,,11,269.7,55.2,5.3,87,7.6,5,,Clearing in the afternoon.
12/2/2021,2603,0,1.583682322,17.5,39.20230852,17.9,10.5,13.9,17.9,10.5,13.9,9.3,74.4,0,0,0,,0,0,,11,269.7,55.2,5.3,87,7.6,5,,Clearing in the afternoon.
12/2/2021,2610,0,1.753986062,32.5,66.40593931,17.9,10.5,13.9,17.9,10.5,13.9,9.3,74.4,0,0,0,,0,0,,11,269.7,55.2,5.3,87,7.6,5,,Clearing in the afternoon.
12/2/2021,2609,0,1.600828358,52.5,111.5858387,17.9,10.5,13.9,17.9,10.5,13.9,9.3,74.4,0,0,0,,0,0,,11,269.7,55.2,5.3,87,7.6,5,,Clearing in the afternoon.
12/2/2021,2607,0,1.652215108,52.5,109.6906566,17.9,10.5,13.9,17.9,10.5,13.9,9.3,74.4,0,0,0,,0,0,,11,269.7,55.2,5.3,87,7.6,5,,Clearing in the afternoon.
12/2/2021,2606,0,1.720961267,28.5,55.17776187,17.9,10.5,13.9,17.9,10.5,13.9,9.3,74.4,0,0,0,,0,0,,11,269.7,55.2,5.3,87,7.6,5,,Clearing in the afternoon.
12/2/2021,2600,0,1.499216428,18.5,45.97214766,17.9,10.5,13.9,17.9,10.5,13.9,9.3,74.4,0,0,0,,0,0,,11,269.7,55.2,5.3,87,7.6,5,,Clearing in the afternoon.
12/3/2021,2612,0,1.749530624,59.5,110.8433001,18,11.4,13.5,18,11.4,13.5,9.8,79,0,0,0,,0,0,,11.3,289.3,53.1,5.5,82.8,7.2,4,,Partly cloudy throughout the day.
12/3/2021,2600,0,1.60994401,20,45.00591545,18,11.4,13.5,18,11.4,13.5,9.8,79,0,0,0,,0,0,,11.3,289.3,53.1,5.5,82.8,7.2,4,,Partly cloudy throughout the day.
12/3/2021,2609,0,1.672232461,27,55.16533445,18,11.4,13.5,18,11.4,13.5,9.8,79,0,0,0,,0,0,,11.3,289.3,53.1,5.5,82.8,7.2,4,,Partly cloudy throughout the day.
12/3/2021,2608,0,1.826868361,91,90.74194206,18,11.4,13.5,18,11.4,13.5,9.8,79,0,0,0,,0,0,,11.3,289.3,53.1,5.5,82.8,7.2,4,,Partly cloudy throughout the day.
12/3/2021,2606,0,1.603751945,20,45.11776227,18,11.4,13.5,18,11.4,13.5,9.8,79,0,0,0,,0,0,,11.3,289.3,53.1,5.5,82.8,7.2,4,,Partly cloudy throughout the day.
12/3/2021,2605,0,1.415575657,11,27.36829416,18,11.4,13.5,18,11.4,13.5,9.8,79,0,0,0,,0,0,,11.3,289.3,53.1,5.5,82.8,7.2,4,,Partly cloudy throughout the day.
12/3/2021,2604,0,1.571194845,66.5,26.0323461,18,11.4,13.5,18,11.4,13.5,9.8,79,0,0,0,,0,0,,11.3,289.3,53.1,5.5,82.8,7.2,4,,Partly cloudy throughout the day.
12/3/2021,2607,0,1.579199502,16.5,40.12815159,18,11.4,13.5,18,11.4,13.5,9.8,79,0,0,0,,0,0,,11.3,289.3,53.1,5.5,82.8,7.2,4,,Partly cloudy throughout the day.
12/3/2021,2602,0,1.658380904,43.5,92.07167641,18,11.4,13.5,18,11.4,13.5,9.8,79,0,0,0,,0,0,,11.3,289.3,53.1,5.5,82.8,7.2,4,,Partly cloudy throughout the day.
12/3/2021,2601,0,1.945563148,64,107.9197487,18,11.4,13.5,18,11.4,13.5,9.8,79,0,0,0,,0,0,,11.3,289.3,53.1,5.5,82.8,7.2,4,,Partly cloudy throughout the day.
12/3/2021,2603,0,1.530385305,16,38.49705222,18,11.4,13.5,18,11.4,13.5,9.8,79,0,0,0,,0,0,,11.3,289.3,53.1,5.5,82.8,7.2,4,,Partly cloudy throughout the day.
12/6/2021,2607,0,1.87693627,92,162.1405989,19.6,8.8,13.8,19.6,8.8,13.8,8.4,70.5,0,0,0,,0,0,,10.8,310.5,28.7,8.5,96.3,8.4,4,,Partly cloudy throughout the day.
12/6/2021,2606,0,1.54858254,18.5,46.19273443,19.6,8.8,13.8,19.6,8.8,13.8,8.4,70.5,0,0,0,,0,0,,10.8,310.5,28.7,8.5,96.3,8.4,4,,Partly cloudy throughout the day.
12/6/2021,2609,0,1.877530018,95.5,169.3453979,19.6,8.8,13.8,19.6,8.8,13.8,8.4,70.5,0,0,0,,0,0,,10.8,310.5,28.7,8.5,96.3,8.4,4,,Partly cloudy throughout the day.
12/6/2021,2603,0,1.66542323,37.5,78.45121988,19.6,8.8,13.8,19.6,8.8,13.8,8.4,70.5,0,0,0,,0,0,,10.8,310.5,28.7,8.5,96.3,8.4,4,,Partly cloudy throughout the day.
12/6/2021,2612,0,1.877415494,118,198.4442108,19.6,8.8,13.8,19.6,8.8,13.8,8.4,70.5,0,0,0,,0,0,,10.8,310.5,28.7,8.5,96.3,8.4,4,,Partly cloudy throughout the day.
12/6/2021,2601,0,1.833163699,21,39.08735485,19.6,8.8,13.8,19.6,8.8,13.8,8.4,70.5,0,0,0,,0,0,,10.8,310.5,28.7,8.5,96.3,8.4,4,,Partly cloudy throughout the day.
12/6/2021,2602,0,1.797080949,88,160.1459974,19.6,8.8,13.8,19.6,8.8,13.8,8.4,70.5,0,0,0,,0,0,,10.8,310.5,28.7,8.5,96.3,8.4,4,,Partly cloudy throughout the day.
12/6/2021,2605,0,1.67100714,45.5,91.90701304,19.6,8.8,13.8,19.6,8.8,13.8,8.4,70.5,0,0,0,,0,0,,10.8,310.5,28.7,8.5,96.3,8.4,4,,Partly cloudy throughout the day.
12/7/2021,2601,0,1.778679013,20,39.37629245,17.7,11.6,14.5,17.7,11.6,14.5,10.4,76.7,0.233,100,4.17,rain,0,0,,7.8,62.2,58.2,11.5,70.4,6.2,4,,Partly cloudy throughout the day with morning rain.
12/7/2021,2603,0,1.740009989,18,37.82286447,17.7,11.6,14.5,17.7,11.6,14.5,10.4,76.7,0.233,100,4.17,rain,0,0,,7.8,62.2,58.2,11.5,70.4,6.2,4,,Partly cloudy throughout the day with morning rain.
12/7/2021,2612,0,1.614238376,19.5,45.2637845,17.7,11.6,14.5,17.7,11.6,14.5,10.4,76.7,0.233,100,4.17,rain,0,0,,7.8,62.2,58.2,11.5,70.4,6.2,4,,Partly cloudy throughout the day with morning rain.
12/7/2021,2600,0,1.548285531,17.5,44.66726815,17.7,11.6,14.5,17.7,11.6,14.5,10.4,76.7,0.233,100,4.17,rain,0,0,,7.8,62.2,58.2,11.5,70.4,6.2,4,,Partly cloudy throughout the day with morning rain.
12/7/2021,2607,0,1.487536884,14.5,39.25823193,17.7,11.6,14.5,17.7,11.6,14.5,10.4,76.7,0.233,100,4.17,rain,0,0,,7.8,62.2,58.2,11.5,70.4,6.2,4,,Partly cloudy throughout the day with morning rain.
12/7/2021,2606,0,1.712552908,27,55.96690328,17.7,11.6,14.5,17.7,11.6,14.5,10.4,76.7,0.233,100,4.17,rain,0,0,,7.8,62.2,58.2,11.5,70.4,6.2,4,,Partly cloudy throughout the day with morning rain.
12/7/2021,2605,0,1.589966218,16.5,39.20541537,17.7,11.6,14.5,17.7,11.6,14.5,10.4,76.7,0.233,100,4.17,rain,0,0,,7.8,62.2,58.2,11.5,70.4,6.2,4,,Partly cloudy throughout the day with morning rain.
12/8/2021,2612,0,1.692252121,21,45.25135707,18.8,10,13.9,18.8,10,13.9,10,78.4,0,0,0,,0,0,,11.4,291.9,18.8,11.8,100.4,8.7,4,,Clear conditions throughout the day.
12/8/2021,2607,0,1.719884698,17.5,37.74519307,18.8,10,13.9,18.8,10,13.9,10,78.4,0,0,0,,0,0,,11.4,291.9,18.8,11.8,100.4,8.7,4,,Clear conditions throughout the day.
12/8/2021,2605,0,1.636366531,19,44.77911497,18.8,10,13.9,18.8,10,13.9,10,78.4,0,0,0,,0,0,,11.4,291.9,18.8,11.8,100.4,8.7,4,,Clear conditions throughout the day.
12/8/2021,2603,0,1.609410887,21.5,44.23852203,18.8,10,13.9,18.8,10,13.9,10,78.4,0,0,0,,0,0,,11.4,291.9,18.8,11.8,100.4,8.7,4,,Clear conditions throughout the day.
12/8/2021,2600,0,1.614706178,17,39.2458045,18.8,10,13.9,18.8,10,13.9,10,78.4,0,0,0,,0,0,,11.4,291.9,18.8,11.8,100.4,8.7,4,,Clear conditions throughout the day.
12/8/2021,2606,0,1.755978769,18.5,39.39493359,18.8,10,13.9,18.8,10,13.9,10,78.4,0,0,0,,0,0,,11.4,291.9,18.8,11.8,100.4,8.7,4,,Clear conditions throughout the day.
12/8/2021,2601,0,1.817881128,29.5,54.6464895,18.8,10,13.9,18.8,10,13.9,10,78.4,0,0,0,,0,0,,11.4,291.9,18.8,11.8,100.4,8.7,4,,Clear conditions throughout the day.
12/9/2021,2606,0,2.154461648,36,56.17506263,14.3,10.1,13.1,14.3,10.1,13.1,10,81.5,2.602,100,45.83,rain,0,0,,14.1,272.2,53.4,13.9,19,1.6,1,,Partly cloudy throughout the day with a chance of rain throughout the day.
12/9/2021,2600,0,1.792817682,30,62.96043605,14.3,10.1,13.1,14.3,10.1,13.1,10,81.5,2.602,100,45.83,rain,0,0,,14.1,272.2,53.4,13.9,19,1.6,1,,Partly cloudy throughout the day with a chance of rain throughout the day.
12/9/2021,2602,0,1.764070553,18.5,39.7118329,14.3,10.1,13.1,14.3,10.1,13.1,10,81.5,2.602,100,45.83,rain,0,0,,14.1,272.2,53.4,13.9,19,1.6,1,,Partly cloudy throughout the day with a chance of rain throughout the day.
12/9/2021,2609,0,1.671400801,22.5,46.29215382,14.3,10.1,13.1,14.3,10.1,13.1,10,81.5,2.602,100,45.83,rain,0,0,,14.1,272.2,53.4,13.9,19,1.6,1,,Partly cloudy throughout the day with a chance of rain throughout the day.
12/9/2021,2607,0,1.520404671,17.5,44.35968941,14.3,10.1,13.1,14.3,10.1,13.1,10,81.5,2.602,100,45.83,rain,0,0,,14.1,272.2,53.4,13.9,19,1.6,1,,Partly cloudy throughout the day with a chance of rain throughout the day.
12/9/2021,2612,0,1.543838793,19.5,46.67740396,14.3,10.1,13.1,14.3,10.1,13.1,10,81.5,2.602,100,45.83,rain,0,0,,14.1,272.2,53.4,13.9,19,1.6,1,,Partly cloudy throughout the day with a chance of rain throughout the day.
12/9/2021,2601,0,2.033810144,22.5,37.25741669,14.3,10.1,13.1,14.3,10.1,13.1,10,81.5,2.602,100,45.83,rain,0,0,,14.1,272.2,53.4,13.9,19,1.6,1,,Partly cloudy throughout the day with a chance of rain throughout the day.
12/10/2021,2603,0,2.114908759,137.5,207.6808936,16,7.2,11.5,16,6.7,11.4,6.2,71.8,0,0,0,,0,0,,9.3,59.8,2.9,15.4,79.1,6.7,3,,Clear conditions throughout the day.
12/10/2021,2606,0,2.027731028,33.5,53.63986817,16,7.2,11.5,16,6.7,11.4,6.2,71.8,0,0,0,,0,0,,9.3,59.8,2.9,15.4,79.1,6.7,3,,Clear conditions throughout the day.
12/10/2021,2612,0,1.874391953,95,164.1693758,16,7.2,11.5,16,6.7,11.4,6.2,71.8,0,0,0,,0,0,,9.3,59.8,2.9,15.4,79.1,6.7,3,,Clear conditions throughout the day.
12/10/2021,2609,0,2.084233618,120,194.4113153,16,7.2,11.5,16,6.7,11.4,6.2,71.8,0,0,0,,0,0,,9.3,59.8,2.9,15.4,79.1,6.7,3,,Clear conditions throughout the day.
12/10/2021,2607,0,1.798630247,100,194.8309373,16,7.2,11.5,16,6.7,11.4,6.2,71.8,0,0,0,,0,0,,9.3,59.8,2.9,15.4,79.1,6.7,3,,Clear conditions throughout the day.
12/10/2021,2602,0,1.960834307,125,210.5936034,16,7.2,11.5,16,6.7,11.4,6.2,71.8,0,0,0,,0,0,,9.3,59.8,2.9,15.4,79.1,6.7,3,,Clear conditions throughout the day.
12/10/2021,2605,0,2.013636231,86.5,144.1363686,16,7.2,11.5,16,6.7,11.4,6.2,71.8,0,0,0,,0,0,,9.3,59.8,2.9,15.4,79.1,6.7,3,,Clear conditions throughout the day.
12/10/2021,2600,0,2.021866761,134,231.9108421,16,7.2,11.5,16,6.7,11.4,6.2,71.8,0,0,0,,0,0,,9.3,59.8,2.9,15.4,79.1,6.7,3,,Clear conditions throughout the day.
12/10/2021,2601,0,1.935712356,96,159.3630697,16,7.2,11.5,16,6.7,11.4,6.2,71.8,0,0,0,,0,0,,9.3,59.8,2.9,15.4,79.1,6.7,3,,Clear conditions throughout the day.
12/10/2021,2608,0,1.988117241,142,156.3991291,16,7.2,11.5,16,6.7,11.4,6.2,71.8,0,0,0,,0,0,,9.3,59.8,2.9,15.4,79.1,6.7,3,,Clear conditions throughout the day.
12/13/2021,2606,0,1.705501131,26,55.20572357,14.9,7.3,11.5,14.9,7.3,11.4,6.6,72,0.228,100,4.17,rain,0,0,,10.6,81.3,70.5,14.5,22.1,2,1,,Partly cloudy throughout the day with afternoon rain.
12/13/2021,2605,0,1.800471698,22,40.11572417,14.9,7.3,11.5,14.9,7.3,11.4,6.6,72,0.228,100,4.17,rain,0,0,,10.6,81.3,70.5,14.5,22.1,2,1,,Partly cloudy throughout the day with afternoon rain.
12/13/2021,2609,0,2.042529517,106.5,169.7617166,14.9,7.3,11.5,14.9,7.3,11.4,6.6,72,0.228,100,4.17,rain,0,0,,10.6,81.3,70.5,14.5,22.1,2,1,,Partly cloudy throughout the day with afternoon rain.
12/13/2021,2607,0,1.953910866,95.5,160.1491042,14.9,7.3,11.5,14.9,7.3,11.4,6.6,72,0.228,100,4.17,rain,0,0,,10.6,81.3,70.5,14.5,22.1,2,1,,Partly cloudy throughout the day with afternoon rain.
12/13/2021,2612,0,1.997668066,130.5,208.1990029,14.9,7.3,11.5,14.9,7.3,11.4,6.6,72,0.228,100,4.17,rain,0,0,,10.6,81.3,70.5,14.5,22.1,2,1,,Partly cloudy throughout the day with afternoon rain.
12/13/2021,2602,0,1.952424254,99.5,166.6206852,14.9,7.3,11.5,14.9,7.3,11.4,6.6,72,0.228,100,4.17,rain,0,0,,10.6,81.3,70.5,14.5,22.1,2,1,,Partly cloudy throughout the day with afternoon rain.
12/13/2021,2601,0,2.107049417,109,164.2346198,14.9,7.3,11.5,14.9,7.3,11.4,6.6,72,0.228,100,4.17,rain,0,0,,10.6,81.3,70.5,14.5,22.1,2,1,,Partly cloudy throughout the day with afternoon rain.
12/13/2021,2600,0,2.06236,110.5,186.6940816,14.9,7.3,11.5,14.9,7.3,11.4,6.6,72,0.228,100,4.17,rain,0,0,,10.6,81.3,70.5,14.5,22.1,2,1,,Partly cloudy throughout the day with afternoon rain.
12/13/2021,2603,0,2.227184791,109,153.3419828,14.9,7.3,11.5,14.9,7.3,11.4,6.6,72,0.228,100,4.17,rain,0,0,,10.6,81.3,70.5,14.5,22.1,2,1,,Partly cloudy throughout the day with afternoon rain.
12/14/2021,2609,0,2.082650551,30.5,45.7360266,14.2,4.2,10.4,14.2,4.2,10.2,8.7,89.1,41.105,100,75,rain,0,0,51.8,20.8,212.4,76.8,9.8,19.1,1.7,1,,Partly cloudy throughout the day with a chance of rain throughout the day.
12/14/2021,2600,0,2.068848813,49,87.50459815,14.2,4.2,10.4,14.2,4.2,10.2,8.7,89.1,41.105,100,75,rain,0,0,51.8,20.8,212.4,76.8,9.8,19.1,1.7,1,,Partly cloudy throughout the day with a chance of rain throughout the day.
12/14/2021,2602,0,2.108596877,74,112.115702,14.2,4.2,10.4,14.2,4.2,10.2,8.7,89.1,41.105,100,75,rain,0,0,51.8,20.8,212.4,76.8,9.8,19.1,1.7,1,,Partly cloudy throughout the day with a chance of rain throughout the day.
12/14/2021,2605,0,1.939112823,27.5,45.33834904,14.2,4.2,10.4,14.2,4.2,10.2,8.7,89.1,41.105,100,75,rain,0,0,51.8,20.8,212.4,76.8,9.8,19.1,1.7,1,,Partly cloudy throughout the day with a chance of rain throughout the day.
12/14/2021,2606,0,2.251429162,109.5,155.0569673,14.2,4.2,10.4,14.2,4.2,10.2,8.7,89.1,41.105,100,75,rain,0,0,51.8,20.8,212.4,76.8,9.8,19.1,1.7,1,,Partly cloudy throughout the day with a chance of rain throughout the day.
12/14/2021,2607,0,2.169172319,37.5,55.93272787,14.2,4.2,10.4,14.2,4.2,10.2,8.7,89.1,41.105,100,75,rain,0,0,51.8,20.8,212.4,76.8,9.8,19.1,1.7,1,,Partly cloudy throughout the day with a chance of rain throughout the day.
12/14/2021,2612,0,2.088447308,58,83.59690894,14.2,4.2,10.4,14.2,4.2,10.2,8.7,89.1,41.105,100,75,rain,0,0,51.8,20.8,212.4,76.8,9.8,19.1,1.7,1,,Partly cloudy throughout the day with a chance of rain throughout the day.
12/14/2021,2603,0,2.051669248,24.5,40.15922015,14.2,4.2,10.4,14.2,4.2,10.2,8.7,89.1,41.105,100,75,rain,0,0,51.8,20.8,212.4,76.8,9.8,19.1,1.7,1,,Partly cloudy throughout the day with a chance of rain throughout the day.
12/14/2021,2601,0,2.265505812,29,39.39493359,14.2,4.2,10.4,14.2,4.2,10.2,8.7,89.1,41.105,100,75,rain,0,0,51.8,20.8,212.4,76.8,9.8,19.1,1.7,1,,Partly cloudy throughout the day with a chance of rain throughout the day.
12/15/2021,2602,0,2.114275607,16.5,23.49545387,13.7,1.2,7.5,13.7,1.2,7.5,1.8,70.5,0,0,0,,0,0,,11.5,312.3,7.4,15.5,109.5,9.6,5,,Clear conditions throughout the day.
